Adsorbent,Pyrolysis temperature ,Pyrolysis time,C,H,O,N,(O+N)/C,Ash,H/C,O/C,N/C,Surface area,Pore volume,Average pore size,Pollutant,Adsorption time,Initial concentration,Solution pH,RPM,Volume,Adsorbent dosage,Adsorption temperature,Ion concentration,Humic acid,Wastewater type,Adsorption type,Final concentration,Capacity
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Single,0.161429319,16.77141363
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Single,0.106795966,17.86408069
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Single,0.079110681,18.41778639
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Single,0.059758729,18.80482542
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.330840536,13.38318928
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.266737853,14.66524294
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.273918405,14.52163191
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.185393351,16.29213298
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.168357923,16.63284153
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.205163095,15.89673809
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.337637638,13.24724723
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.32933408,13.4133184
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.185392289,16.29215422
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.28699391,14.26012179
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.201572421,15.96855157
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.295988846,14.08022309
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.303335307,13.93329387
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.303308761,13.93382478
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.231480017,15.37039967
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.218808135,15.62383731
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.197823138,16.04353724
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.173304142,16.53391716
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.164125558,16.71748884
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.126401254,17.47197491
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.131809036,17.36381929
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.087308238,18.25383525
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.073341786,18.53316427
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.064601805,18.7079639
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.204989112,15.90021776
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.20805149,15.8389702
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.027143037,19.45713927
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.162036501,16.75926998
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.151269023,16.97461954
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.110686317,17.78627366
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.167804147,16.64391705
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.188891952,16.22216097
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.081985599,18.36028801
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.093380315,18.1323937
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.054965376,18.90069247
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.057337119,18.85325762
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.453141168,10.93717663
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.444868871,11.10262258
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.344162553,13.11674895
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.362900299,12.74199402
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.342344529,13.15310942
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.305570796,13.88858409
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.483342494,10.33315012
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.42487227,11.5025546
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.419323692,11.61352616
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.324214034,13.51571931
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.381898769,12.36202461
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.35696623,12.8606754
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0,0,Synthetic,Competative,0.45992456,10.8015088
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,0.423583985,11.5283203
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,0.373482224,12.53035552
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,0.304125827,13.91748345
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,0.293613125,14.1277375
Alkali-modified SCG biochars,800,120,79.7,1,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,0.307814517,13.84370966
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,0,30,7,160,0.05,0.15,25,0,0,Lake water,Single,30,0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,30,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.00748252,13.28344987
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,60,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.55081742,16.32788388
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,120,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.6392411,15.73839266
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,240,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.50402505,16.639833
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,480,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.41904878,17.20634149
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,720,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.78853854,14.7430764
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,960,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.34244119,11.05039208
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,1440,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.34244119,11.05039208
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,0,30,7,160,0.05,0.15,25,0,0,Lake water,Single,30,0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,30,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.80994148,14.60039013
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,60,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.72065259,15.19564938
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,120,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.41673318,17.22177881
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,240,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.87431546,14.17123024
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,480,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.48168648,16.7887568
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,720,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.41539261,17.23071592
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,960,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.39240178,17.38398811
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,1440,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.39240178,17.38398811
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,0,30,7,160,0.05,0.15,25,0,0,Lake water,Single,30,0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,30,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.87431966,14.17120229
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,60,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.34611077,17.69259489
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,120,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.36232331,17.58451125
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,240,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.52225976,16.51826825
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,480,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.45053237,10.3297842
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,720,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.40932527,17.27116484
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,960,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.41427925,17.23813835
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,NXP,1440,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.41427925,17.23813835
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,0,30,7,160,0.05,0.15,25,0,0,Lake water,Single,30,0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,30,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.06499527,12.90003153
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,60,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.80570067,14.62866221
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,120,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.76041359,14.93057607
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,240,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.69151834,15.38987776
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,480,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.59550439,16.02997071
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,720,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.02755066,13.14966225
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,960,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.65869313,8.942045773
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,1440,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.65869313,8.942045773
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,0,30,7,160,0.05,0.15,25,0,0,Lake water,Single,30,0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,30,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.91219674,13.91868839
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,60,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.78162386,14.78917427
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,120,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.64180047,15.72133017
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,240,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.1192098,12.53860132
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,480,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.68563011,15.42913262
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,720,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.66416745,15.57221697
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,960,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.61430135,15.90465766
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,1440,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.61430135,15.90465766
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,0,30,7,160,0.05,0.15,25,0,0,Lake water,Single,30,0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,30,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.89563935,14.02907098
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,60,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.4688841,16.87410603
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,120,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.50417681,16.63882129
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,240,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.68841163,15.41058911
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,480,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.64237803,9.050813116
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,720,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.59220322,16.05197851
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,960,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.61213776,15.91908157
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,DCF,1440,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.61213776,15.91908157
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,0,30,7,160,0.05,0.15,25,0,0,Lake water,Single,30,0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,30,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.9841183,13.43921134
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,60,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.64680147,15.68799021
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,120,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.59164403,16.05570647
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,240,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.54404867,16.37300889
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,480,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.51518346,16.56544362
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,720,30,7,160,0.05,0.15,25,0,0,Lake water,Single,27.94393197,13.70712017
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,960,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.58708344,9.419443701
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,1440,30,7,160,0.05,0.15,25,0,0,Lake water,Single,28.58708344,9.419443701
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62,0.032,7.8,IBU,0,30,7,160,0.05,0.15,25,0,0,Lake water,Single,30,0
