Adsorbent,Pyrolysis temperature ,Pyrolysis time,C,H,O,N,(O+N)/C,Ash,H/C,O/C,N/C,Surface area,Pore volume,Average pore size,Pollutant,Adsorption time,Initial concentration,Solution pH,RPM,Volume,Adsorbent dosage,Adsorption temperature,Ion concentration,Humic acid,Wastewater type,Adsorption type,Final concentration,Capacity
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,60,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,8.112,42.1531468
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,120,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,7.389,56.61477276
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,240,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,6.587,72.66315489
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,480,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.950,85.40079642
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,720,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.580,92.79229026
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,960,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.408,96.23415619
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1440,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.406,96.28001519
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,30,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,8.906,26.28262086
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,60,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,8.116,42.08217869
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,120,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,7.406,56.27196368
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,240,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,6.623,71.94475539
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,480,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.950,85.40811991
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,720,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.582,92.75828834
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,960,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.370,96.99527605
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1440,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.319,98.02771377
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,30,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,8.898,26.44147084
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,60,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,8.109,42.21347841
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,120,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,7.372,56.95426883
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,240,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,6.571,72.98782961
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,480,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.856,87.28293335
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,720,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.581,92.77485338
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,960,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.363,97.14627944
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1440,10.22,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.397,96.46920535
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.879,2.424848825
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,18.937,21.26001474
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,29.283,14.34938758
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,39.135,17.29894192
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,48.886,22.27145218
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.923,1.547407205
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,19.398,12.03668317
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,29.695,6.098351388
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,39.133,17.34628015
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,49.145,17.10608864
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.901,1.986128015
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,19.168,16.64834896
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,29.489,10.22386948
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,39.134,17.32261103
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,49.016,19.68877041
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1441,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.551,88.98431394
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1442,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,12.737,145.2503699
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1443,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,22.154,156.9202649
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1444,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,31.043,179.1363026
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1445,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,40.477,190.4523133
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1446,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.536,89.27649899
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1447,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,12.933,141.3356576
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1448,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,21.925,161.4962941
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1449,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,30.941,181.1725558
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1450,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,40.473,190.5475217
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1451,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.543,89.13040646
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1452,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,12.835,143.2930138
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1453,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,22.040,159.2082795
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1454,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,30.992,180.1544292
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1455,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,40.475,190.4999175
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.588,8.241279228
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,19.265,14.69006922
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,30.499,-9.978648589
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,40.171,-3.421873852
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,47.454,50.92006946
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.645,7.094711363
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,19.381,12.3700826
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,30.544,-10.87495686
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,40.489,-9.777514335
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,47.515,49.70736239
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.617,7.667995296
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,19.323,13.53007591
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,30.521,-10.42680273
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,40.330,-6.599694094
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,DIU,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,47.484,50.31371592
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1441,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,1.544,169.1261152
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1442,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,6.769,264.6180351
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1443,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,15.562,288.7610965
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1444,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,25.821,283.5847298
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1445,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,33.330,333.3972419
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1446,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,1.488,170.2373468
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1447,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,5.484,290.3263091
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1448,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,16.817,263.6544684
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1449,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,26.259,274.8235518
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1450,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,32.764,344.7106493
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1451,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,1.525,169.4965645
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1452,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,6.386,272.2879743
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1453,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,16.231,275.3708716
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1454,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,25.653,286.9405099
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,DIU,1455,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,33.292,334.1620854
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,11.590,-31.79098165
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,20.190,-3.809202928
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,30.159,-3.173692302
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,39.435,11.30946322
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,47.985,40.29400243
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,11.521,-30.41433966
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,20.282,-5.648089437
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,30.012,-0.230390886
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,39.363,12.73188661
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,47.971,40.58961248
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,11.555,-31.10266066
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,20.236,-4.728646182
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,30.085,-1.702041594
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,39.399,12.02067491
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,SIM,1440,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,47.978,40.44180745
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1441,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,7.780,44.3942021
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1442,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,15.496,90.07812481
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1443,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,24.985,100.2947486
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1444,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,33.687,126.2564842
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1445,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,42.269,154.6242052
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1446,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,7.908,41.84471924
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1447,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,15.645,87.10479473
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1448,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,25.128,97.44497906
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1449,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,34.595,108.0982491
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1450,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,42.922,141.5691201
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1451,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,7.844,43.11946067
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1452,20,7,150,0.02,0.05,25,0,0,Synthetic,Single,15.570,88.59145977
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1453,30,7,150,0.02,0.05,25,0,0,Synthetic,Single,25.057,98.86986382
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1454,40,7,150,0.02,0.05,25,0,0,Synthetic,Single,34.141,117.1773667
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,SIM,1455,50,7,150,0.02,0.05,25,0,0,Synthetic,Single,42.595,148.0966626
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,3,150,0.02,0.05,25,0,0,Synthetic,Single,9.313,13.74149843
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.407,11.8519107
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,11,150,0.02,0.05,25,0,0,Synthetic,Single,9.631,7.389467848
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,3,150,0.02,0.05,25,0,0,Synthetic,Single,9.312,13.76034719
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.409,11.82189231
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,11,150,0.02,0.05,25,0,0,Synthetic,Single,9.610,7.796112294
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,3,150,0.02,0.05,25,0,0,Synthetic,Single,9.269,14.62355038
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,9.475,10.49916344
GCRB,800,120,83.5,1.8,3.7,3.4,0.08502994,7.6,0.022,0.044,0.04,3.8,0.014,5.59,ALA,1440,10,11,150,0.02,0.05,25,0,0,Synthetic,Single,9.551,8.987423448
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1440,10,3,150,0.02,0.05,25,0,0,Synthetic,Single,3.538,129.2360257
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,3.881,122.3850267
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1440,10,11,150,0.02,0.05,25,0,0,Synthetic,Single,4.220,115.6095972
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1440,10,3,150,0.02,0.05,25,0,0,Synthetic,Single,3.486,130.2866693
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1440,10,7,150,0.02,0.05,25,0,0,Synthetic,Single,3.838,123.2316499
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1440,10,11,150,0.02,0.05,25,0,0,Synthetic,Single,4.195,116.1012356
GCRB-N,800,120,82.9,1.4,3.6,1.3,0.059107358,10.8,0.017,0.043,0.015,405.33,0.293,3.05,ALA,1440,10,3,150,0.02,0.05,25,0,0,Synthetic,Single,3.538,129.2424831
